nodo:ID,:LABEL
N_4743,PROTEIN
N_4744,PROTEIN
N_4745,PROTEIN
N_4746,PROTEIN
N_4747,PROTEIN
N_4748,PROTEIN
N_4749,PROTEIN
N_4750,PROTEIN
N_4751,PROTEIN
N_4752,PROTEIN
N_4753,PROTEIN
N_4754,PROTEIN
N_4755,PROTEIN
N_4756,PROTEIN
N_4757,PROTEIN
N_4758,PROTEIN
N_4759,PROTEIN
N_4760,PROTEIN
N_4761,PROTEIN
N_4762,PROTEIN
N_4763,PROTEIN
N_4764,PROTEIN
N_4765,PROTEIN
N_4766,PROTEIN
N_4767,PROTEIN
N_4768,PROTEIN
N_4769,PROTEIN
N_4770,PROTEIN
N_4771,PROTEIN
N_4772,PROTEIN
N_4773,PROTEIN
N_4774,PROTEIN
N_4775,PROTEIN
N_4776,PROTEIN
N_4777,PROTEIN
N_4778,PROTEIN
N_4779,PROTEIN
N_4780,PROTEIN
N_4781,PROTEIN
N_4782,PROTEIN
N_4783,PROTEIN
N_4784,PROTEIN
N_4785,PROTEIN
N_4786,PROTEIN
N_4787,PROTEIN
N_4788,PROTEIN
N_4789,PROTEIN
N_4790,PROTEIN
N_4791,PROTEIN
N_4792,PROTEIN
N_4793,PROTEIN
N_4794,PROTEIN
N_4795,PROTEIN
N_4796,PROTEIN
N_4797,PROTEIN
N_4798,PROTEIN
N_4799,PROTEIN
N_4800,PROTEIN
N_4801,PROTEIN
N_4802,PROTEIN
N_4803,PROTEIN
N_4804,PROTEIN
N_4805,PROTEIN
N_4806,PROTEIN
N_4807,PROTEIN
N_4808,PROTEIN
N_4809,PROTEIN
N_4810,PROTEIN
N_4811,PROTEIN
N_4812,PROTEIN
N_4813,PROTEIN
N_4814,PROTEIN
N_4815,PROTEIN
N_4816,PROTEIN
N_4817,PROTEIN
N_4818,PROTEIN
N_4819,PROTEIN
N_4820,PROTEIN
N_4821,PROTEIN
N_4822,PROTEIN
N_4823,PROTEIN
N_4824,PROTEIN
N_4825,PROTEIN
N_4826,PROTEIN
N_4827,PROTEIN
N_4828,PROTEIN
N_4829,PROTEIN
N_4830,PROTEIN
N_4831,PROTEIN
N_4832,PROTEIN
N_4833,PROTEIN
N_4834,PROTEIN
N_4835,PROTEIN
N_4836,PROTEIN
N_4837,PROTEIN
N_4838,PROTEIN
N_4839,PROTEIN
N_4840,PROTEIN
N_4841,PROTEIN
N_4842,PROTEIN
N_4843,PROTEIN
N_4844,PROTEIN
N_4845,PROTEIN
N_4846,PROTEIN
N_4847,PROTEIN
N_4848,PROTEIN
N_4849,PROTEIN
N_4850,PROTEIN
N_4851,PROTEIN
N_4852,PROTEIN
N_4853,PROTEIN
N_4854,PROTEIN
N_4855,PROTEIN
N_4856,PROTEIN
N_4857,PROTEIN
N_4858,PROTEIN
N_4859,PROTEIN
N_4860,PROTEIN
N_4861,PROTEIN
N_4862,PROTEIN
N_4863,PROTEIN
N_4864,PROTEIN
N_4865,PROTEIN
N_4866,PROTEIN
N_4867,PROTEIN
N_4868,PROTEIN
N_4869,PROTEIN
N_4870,PROTEIN
N_4871,PROTEIN
N_4872,PROTEIN
N_4873,PROTEIN
N_4874,PROTEIN
N_4875,PROTEIN
N_4876,PROTEIN
N_4877,PROTEIN
N_4878,PROTEIN
N_4879,PROTEIN
N_4880,PROTEIN
N_4881,PROTEIN
N_4882,PROTEIN
N_4883,PROTEIN
N_4884,PROTEIN
N_4885,PROTEIN
N_4886,PROTEIN
N_4887,PROTEIN
N_4888,PROTEIN
N_4889,PROTEIN
N_4890,PROTEIN
N_4891,PROTEIN
N_4892,PROTEIN
N_4893,PROTEIN
N_4894,PROTEIN
N_4895,PROTEIN
N_4896,PROTEIN
N_4897,PROTEIN
N_4898,PROTEIN
N_4899,PROTEIN
N_4900,PROTEIN
N_4901,PROTEIN
N_4902,PROTEIN
N_4903,PROTEIN
N_4904,PROTEIN
N_4905,PROTEIN
N_4906,PROTEIN
N_4907,PROTEIN
N_4908,PROTEIN
N_4909,PROTEIN
N_4910,PROTEIN
N_4911,PROTEIN
N_4912,PROTEIN
N_4913,PROTEIN
N_4914,PROTEIN
N_4915,PROTEIN
N_4916,PROTEIN
N_4917,PROTEIN
N_4918,PROTEIN
N_4919,PROTEIN
N_4920,PROTEIN
N_4921,PROTEIN
N_4922,PROTEIN
N_4923,PROTEIN
N_4924,PROTEIN
N_4925,PROTEIN
N_4926,PROTEIN
N_4927,PROTEIN
N_4928,PROTEIN
N_4929,PROTEIN
N_4930,PROTEIN
N_4931,PROTEIN
N_4932,PROTEIN
N_4933,PROTEIN
N_4934,PROTEIN
N_4935,PROTEIN
N_4936,PROTEIN
N_4937,PROTEIN
N_4938,PROTEIN
N_4939,PROTEIN
N_4940,PROTEIN
N_4941,PROTEIN
N_4942,PROTEIN
N_4943,PROTEIN
N_4944,PROTEIN
N_4945,PROTEIN
N_4946,PROTEIN
N_4947,PROTEIN
N_4948,PROTEIN
N_4949,PROTEIN
N_4950,PROTEIN
N_4951,PROTEIN
N_4952,PROTEIN
N_4953,PROTEIN
N_4954,PROTEIN
N_4955,PROTEIN
N_4956,PROTEIN
N_4957,PROTEIN
N_4958,PROTEIN
N_4959,PROTEIN
N_4960,PROTEIN
N_4961,PROTEIN
N_4962,PROTEIN
N_4963,PROTEIN
N_4964,PROTEIN
N_4965,PROTEIN
N_4966,PROTEIN
N_4967,PROTEIN
N_4968,PROTEIN
N_4969,PROTEIN
N_4970,PROTEIN
N_4971,PROTEIN
N_4972,PROTEIN
N_4973,PROTEIN
N_4974,PROTEIN
N_4975,PROTEIN
N_4976,PROTEIN
N_4977,PROTEIN
N_4978,PROTEIN
N_4979,PROTEIN
N_4980,PROTEIN
N_4981,PROTEIN
N_4982,PROTEIN
N_4983,PROTEIN
N_4984,PROTEIN
N_4985,PROTEIN
N_4986,PROTEIN
N_4987,PROTEIN
N_4988,PROTEIN
N_4989,PROTEIN
N_4990,PROTEIN
N_4991,PROTEIN
N_4992,PROTEIN
N_4993,PROTEIN
N_4994,PROTEIN
N_4995,PROTEIN
N_4996,PROTEIN
N_4997,PROTEIN
N_4998,PROTEIN
N_4999,PROTEIN
N_5000,PROTEIN
N_5001,PROTEIN
N_5002,PROTEIN
N_5003,PROTEIN
N_5004,PROTEIN
N_5005,PROTEIN
N_5006,PROTEIN
N_5007,PROTEIN
N_5008,PROTEIN
N_5009,PROTEIN
N_5010,PROTEIN
N_5011,PROTEIN
N_5012,PROTEIN
N_5013,PROTEIN
N_5014,PROTEIN
N_5015,PROTEIN
N_5016,PROTEIN
N_5017,PROTEIN
N_5018,PROTEIN
N_5019,PROTEIN
N_5020,PROTEIN
N_5021,PROTEIN
N_5022,PROTEIN
N_5023,PROTEIN
N_5024,PROTEIN
N_5025,PROTEIN
N_5026,PROTEIN
N_5027,PROTEIN
N_5028,PROTEIN
N_5029,PROTEIN
N_5030,PROTEIN
N_5031,PROTEIN
N_5032,PROTEIN
N_5033,PROTEIN
N_5034,PROTEIN
N_5035,PROTEIN
N_5036,PROTEIN
N_5037,PROTEIN
N_5038,PROTEIN
N_5039,PROTEIN
N_5040,PROTEIN
N_5041,PROTEIN
N_5042,PROTEIN
N_5043,PROTEIN
N_5044,PROTEIN
N_5045,PROTEIN
N_5046,PROTEIN
N_5047,PROTEIN
N_5048,PROTEIN
N_5049,PROTEIN
N_5050,PROTEIN
N_5051,PROTEIN
N_5052,PROTEIN
N_5053,PROTEIN
N_5054,PROTEIN
N_5055,PROTEIN
N_5056,PROTEIN
N_5057,PROTEIN
N_5058,PROTEIN
N_5059,PROTEIN
N_5060,PROTEIN
N_5061,PROTEIN
N_5062,PROTEIN
N_5063,PROTEIN
N_5064,PROTEIN
N_5065,PROTEIN
N_5066,PROTEIN
N_5067,PROTEIN
N_5068,PROTEIN
N_5069,PROTEIN
N_5070,PROTEIN
N_5071,PROTEIN
N_5072,PROTEIN
N_5073,PROTEIN
N_5074,PROTEIN
N_5075,PROTEIN
N_5076,PROTEIN
N_5077,PROTEIN
N_5078,PROTEIN
N_5079,PROTEIN
N_5080,PROTEIN
N_5081,PROTEIN
N_5082,PROTEIN
N_5083,PROTEIN
N_5084,PROTEIN
N_5085,PROTEIN
N_5086,PROTEIN
N_5087,PROTEIN
N_5088,PROTEIN
N_5089,PROTEIN
N_5090,PROTEIN
N_5091,PROTEIN
N_5092,PROTEIN
N_5093,PROTEIN
N_5094,PROTEIN
N_5095,PROTEIN
N_5096,PROTEIN
N_5097,PROTEIN
N_5098,PROTEIN
N_5099,PROTEIN
N_5100,PROTEIN
N_5101,PROTEIN
N_5102,PROTEIN
N_5103,PROTEIN
N_5104,PROTEIN
N_5105,PROTEIN
N_5106,PROTEIN
N_5107,PROTEIN
N_5108,PROTEIN
N_5109,PROTEIN
N_5110,PROTEIN
N_5111,PROTEIN
N_5112,PROTEIN
N_5113,PROTEIN
N_5114,PROTEIN
N_5115,PROTEIN
N_5116,PROTEIN
N_5117,PROTEIN
N_5118,PROTEIN
N_5119,PROTEIN
N_5120,PROTEIN
N_5121,PROTEIN
N_5122,PROTEIN
N_5123,PROTEIN
N_5124,PROTEIN
N_5125,PROTEIN
N_5126,PROTEIN
N_5127,PROTEIN
N_5128,PROTEIN
N_5129,PROTEIN
N_5130,PROTEIN
N_5131,PROTEIN
N_5132,PROTEIN
N_5133,PROTEIN
N_5134,PROTEIN
N_5135,PROTEIN
N_5136,PROTEIN
N_5137,PROTEIN
N_5138,PROTEIN
N_5139,PROTEIN
N_5140,PROTEIN
N_5141,PROTEIN
N_5142,PROTEIN
N_5143,PROTEIN
N_5144,PROTEIN
N_5145,PROTEIN
N_5146,PROTEIN
N_5147,PROTEIN
N_5148,PROTEIN
N_5149,PROTEIN
N_5150,PROTEIN
N_5151,PROTEIN
N_5152,PROTEIN
N_5153,PROTEIN
N_5154,PROTEIN
N_5155,PROTEIN
N_5156,PROTEIN
N_5157,PROTEIN
N_5158,PROTEIN
N_5159,PROTEIN
N_5160,PROTEIN
N_5161,PROTEIN
N_5162,PROTEIN
N_5163,PROTEIN
N_5164,PROTEIN
N_5165,PROTEIN
N_5166,PROTEIN
N_5167,PROTEIN
N_5168,PROTEIN
N_5169,PROTEIN
N_5170,PROTEIN
N_5171,PROTEIN
N_5172,PROTEIN
N_5173,PROTEIN
N_5174,PROTEIN
N_5175,PROTEIN
N_5176,PROTEIN
N_5177,PROTEIN
N_5178,PROTEIN
N_5179,PROTEIN
N_5180,PROTEIN
N_5181,PROTEIN
N_5182,PROTEIN
N_5183,PROTEIN
N_5184,PROTEIN
N_5185,PROTEIN
N_5186,PROTEIN
N_5187,PROTEIN
N_5188,PROTEIN
N_5189,PROTEIN
N_5190,PROTEIN
N_5191,PROTEIN
N_5192,PROTEIN
N_5193,PROTEIN
N_5194,PROTEIN
N_5195,PROTEIN
N_5196,PROTEIN
N_5197,PROTEIN
N_5198,PROTEIN
N_5199,PROTEIN
N_5200,PROTEIN
N_5201,PROTEIN
N_5202,PROTEIN
N_5203,PROTEIN
N_5204,PROTEIN
N_5205,PROTEIN
N_5206,PROTEIN
N_5207,PROTEIN
N_5208,PROTEIN
N_5209,PROTEIN
N_5210,PROTEIN
N_5211,PROTEIN
N_5212,PROTEIN
N_5213,PROTEIN
N_5214,PROTEIN
N_5215,PROTEIN
N_5216,PROTEIN
N_5217,PROTEIN
N_5218,PROTEIN
N_5219,PROTEIN
N_5220,PROTEIN
N_5221,PROTEIN
N_5222,PROTEIN
N_5223,PROTEIN
N_5224,PROTEIN
N_5225,PROTEIN
N_5226,PROTEIN
N_5227,PROTEIN
N_5228,PROTEIN
N_5229,PROTEIN
N_5230,PROTEIN
N_5231,PROTEIN
N_5232,PROTEIN
N_5233,PROTEIN
N_5234,PROTEIN
N_5235,PROTEIN
N_5236,PROTEIN
N_5237,PROTEIN
N_5238,PROTEIN
N_5239,PROTEIN
N_5240,PROTEIN
N_5241,PROTEIN
N_5242,PROTEIN
N_5243,PROTEIN
N_5244,PROTEIN
N_5245,PROTEIN
N_5246,PROTEIN
N_5247,PROTEIN
N_5248,PROTEIN
N_5249,PROTEIN
N_5250,PROTEIN
N_5251,PROTEIN
N_5252,PROTEIN
N_5253,PROTEIN
N_5254,PROTEIN
N_5255,PROTEIN
N_5256,PROTEIN
N_5257,PROTEIN
N_5258,PROTEIN
N_5259,PROTEIN
N_5260,PROTEIN
N_5261,PROTEIN
N_5262,PROTEIN
N_5263,PROTEIN
N_5264,PROTEIN
N_5265,PROTEIN
N_5266,PROTEIN
N_5267,PROTEIN
N_5268,PROTEIN
N_5269,PROTEIN
N_5270,PROTEIN
N_5271,PROTEIN
N_5272,PROTEIN
N_5273,PROTEIN
N_5274,PROTEIN
N_5275,PROTEIN
N_5276,PROTEIN
N_5277,PROTEIN
N_5278,PROTEIN
N_5279,PROTEIN
N_5280,PROTEIN
N_5281,PROTEIN
N_5282,PROTEIN
N_5283,PROTEIN
N_5284,PROTEIN
N_5285,PROTEIN
N_5286,PROTEIN
N_5287,PROTEIN
N_5288,PROTEIN
N_5289,PROTEIN
N_5290,PROTEIN
N_5291,PROTEIN
N_5292,PROTEIN
N_5293,PROTEIN
N_5294,PROTEIN
N_5295,PROTEIN
N_5296,PROTEIN
N_5297,PROTEIN
N_5298,PROTEIN
N_5299,PROTEIN
N_5300,PROTEIN
N_5301,PROTEIN
N_5302,PROTEIN
N_5303,PROTEIN
N_5304,PROTEIN
N_5305,PROTEIN
N_5306,PROTEIN
N_5307,PROTEIN
N_5308,PROTEIN
N_5309,PROTEIN
N_5310,PROTEIN
N_5311,PROTEIN
N_5312,PROTEIN
N_5313,PROTEIN
N_5314,PROTEIN
N_5315,PROTEIN
N_5316,PROTEIN
N_5317,PROTEIN
N_5318,PROTEIN
N_5319,PROTEIN
N_5320,PROTEIN
N_5321,PROTEIN
N_5322,PROTEIN
N_5323,PROTEIN
N_5324,PROTEIN
N_5325,PROTEIN
N_5326,PROTEIN
N_5327,PROTEIN
N_5328,PROTEIN
N_5329,PROTEIN
N_5330,PROTEIN
N_5331,PROTEIN
N_5332,PROTEIN
N_5333,PROTEIN
N_5334,PROTEIN
N_5335,PROTEIN
N_5336,PROTEIN
N_5337,PROTEIN
N_5338,PROTEIN
N_5339,PROTEIN
N_5340,PROTEIN
N_5341,PROTEIN
N_5342,PROTEIN
N_5343,PROTEIN
N_5344,PROTEIN
N_5345,PROTEIN
N_5346,PROTEIN
N_5347,PROTEIN
N_5348,PROTEIN
N_5349,PROTEIN
N_5350,PROTEIN
N_5351,PROTEIN
N_5352,PROTEIN
N_5353,PROTEIN
N_5354,PROTEIN
N_5355,PROTEIN
N_5356,PROTEIN
N_5357,PROTEIN
N_5358,PROTEIN
N_5359,PROTEIN
N_5360,PROTEIN
N_5361,PROTEIN
N_5362,PROTEIN
N_5363,PROTEIN
N_5364,PROTEIN
N_5365,PROTEIN
N_5366,PROTEIN
N_5367,PROTEIN
N_5368,PROTEIN
N_5369,PROTEIN
N_5370,PROTEIN
N_5371,PROTEIN
N_5372,PROTEIN
N_5373,PROTEIN
N_5374,PROTEIN
N_5375,PROTEIN
N_5376,PROTEIN
N_5377,PROTEIN
N_5378,PROTEIN
N_5379,PROTEIN
N_5380,PROTEIN
N_5381,PROTEIN
N_5382,PROTEIN
N_5383,PROTEIN
N_5384,PROTEIN
N_5385,PROTEIN
N_5386,PROTEIN
N_5387,PROTEIN
N_5388,PROTEIN
N_5389,PROTEIN
N_5390,PROTEIN
N_5391,PROTEIN
N_5392,PROTEIN
N_5393,PROTEIN
N_5394,PROTEIN
N_5395,PROTEIN
N_5396,PROTEIN
N_5397,PROTEIN
N_5398,PROTEIN
N_5399,PROTEIN
N_5400,PROTEIN
N_5401,PROTEIN
N_5402,PROTEIN
N_5403,PROTEIN
N_5404,PROTEIN
N_5405,PROTEIN
N_5406,PROTEIN
N_5407,PROTEIN
N_5408,PROTEIN
N_5409,PROTEIN
N_5410,PROTEIN
N_5411,PROTEIN
N_5412,PROTEIN
N_5413,PROTEIN
N_5414,PROTEIN
N_5415,PROTEIN
N_5416,PROTEIN
N_5417,PROTEIN
N_5418,PROTEIN
N_5419,PROTEIN
N_5420,PROTEIN
N_5421,PROTEIN
N_5422,PROTEIN
N_5423,PROTEIN
N_5424,PROTEIN
N_5425,PROTEIN
N_5426,PROTEIN
N_5427,PROTEIN
N_5428,PROTEIN
N_5429,PROTEIN
N_5430,PROTEIN
N_5431,PROTEIN
N_5432,PROTEIN
N_5433,PROTEIN
N_5434,PROTEIN
N_5435,PROTEIN
N_5436,PROTEIN
N_5437,PROTEIN
N_5438,PROTEIN
N_5439,PROTEIN
N_5440,PROTEIN
N_5441,PROTEIN
N_5442,PROTEIN
N_5443,PROTEIN
N_5444,PROTEIN
N_5445,PROTEIN
N_5446,PROTEIN
N_5447,PROTEIN
N_5448,PROTEIN
N_5449,PROTEIN
N_5450,PROTEIN
N_5451,PROTEIN
N_5452,PROTEIN
N_5453,PROTEIN
N_5454,PROTEIN
N_5455,PROTEIN
N_5456,PROTEIN
N_5457,PROTEIN
N_5458,PROTEIN
N_5459,PROTEIN
N_5460,PROTEIN
N_5461,PROTEIN
N_5462,PROTEIN
N_5463,PROTEIN
N_5464,PROTEIN
N_5465,PROTEIN
N_5466,PROTEIN
N_5467,PROTEIN
N_5468,PROTEIN
N_5469,PROTEIN
N_5470,PROTEIN
N_5471,PROTEIN
N_5472,PROTEIN
N_5473,PROTEIN
N_5474,PROTEIN
N_5475,PROTEIN
N_5476,PROTEIN
N_5477,PROTEIN
N_5478,PROTEIN
N_5479,PROTEIN
N_5480,PROTEIN
N_5481,PROTEIN
N_5482,PROTEIN
N_5483,PROTEIN
N_5484,PROTEIN
N_5485,PROTEIN
N_5486,PROTEIN
N_5487,PROTEIN
N_5488,PROTEIN
N_5489,PROTEIN
N_5490,PROTEIN
N_5491,PROTEIN
N_5492,PROTEIN
N_5493,PROTEIN
N_5494,PROTEIN
N_5495,PROTEIN
N_5496,PROTEIN
N_5497,PROTEIN
N_5498,PROTEIN
N_5499,PROTEIN
N_5500,PROTEIN
N_5501,PROTEIN
N_5502,PROTEIN
N_5503,PROTEIN
N_5504,PROTEIN
N_5505,PROTEIN
N_5506,PROTEIN
N_5507,PROTEIN
N_5508,PROTEIN
N_5509,PROTEIN
N_5510,PROTEIN
N_5511,PROTEIN
N_5512,PROTEIN
N_5513,PROTEIN
N_5514,PROTEIN
N_5515,PROTEIN
N_5516,PROTEIN
N_5517,PROTEIN
N_5518,PROTEIN
N_5519,PROTEIN
N_5520,PROTEIN
N_5521,PROTEIN
N_5522,PROTEIN
N_5523,PROTEIN
N_5524,PROTEIN
N_5525,PROTEIN
N_5526,PROTEIN
N_5527,PROTEIN
N_5528,PROTEIN
N_5529,PROTEIN
N_5530,PROTEIN
N_5531,PROTEIN
N_5532,PROTEIN
N_5533,PROTEIN
N_5534,PROTEIN
N_5535,PROTEIN
N_5536,PROTEIN
N_5537,PROTEIN
N_5538,PROTEIN
N_5539,PROTEIN
N_5540,PROTEIN
N_5541,PROTEIN
N_5542,PROTEIN
N_5543,PROTEIN
N_5544,PROTEIN
N_5545,PROTEIN
N_5546,PROTEIN
N_5547,PROTEIN
N_5548,PROTEIN
N_5549,PROTEIN
N_5550,PROTEIN
N_5551,PROTEIN
N_5552,PROTEIN
N_5553,PROTEIN
N_5554,PROTEIN
N_5555,PROTEIN
N_5556,PROTEIN
N_5557,PROTEIN
N_5558,PROTEIN
N_5559,PROTEIN
N_5560,PROTEIN
N_5561,PROTEIN
N_5562,PROTEIN
N_5563,PROTEIN
N_5564,PROTEIN
N_5565,PROTEIN
N_5566,PROTEIN
N_5567,PROTEIN
N_5568,PROTEIN
N_5569,PROTEIN
N_5570,PROTEIN
N_5571,PROTEIN
N_5572,PROTEIN
N_5573,PROTEIN
N_5574,PROTEIN
N_5575,PROTEIN
N_5576,PROTEIN
N_5577,PROTEIN
N_5578,PROTEIN
N_5579,PROTEIN
N_5580,PROTEIN
N_5581,PROTEIN
N_5582,PROTEIN
N_5583,PROTEIN
N_5584,PROTEIN
N_5585,PROTEIN
N_5586,PROTEIN
N_5587,PROTEIN
N_5588,PROTEIN
N_5589,PROTEIN
N_5590,PROTEIN
N_5591,PROTEIN
N_5592,PROTEIN
N_5593,PROTEIN
N_5594,PROTEIN
N_5595,PROTEIN
N_5596,PROTEIN
N_5597,PROTEIN
N_5598,PROTEIN
N_5599,PROTEIN
N_5600,PROTEIN
N_5601,PROTEIN
N_5602,PROTEIN
N_5603,PROTEIN
N_5604,PROTEIN
N_5605,PROTEIN
N_5606,PROTEIN
N_5607,PROTEIN
N_5608,PROTEIN
N_5609,PROTEIN
N_5610,PROTEIN
N_5611,PROTEIN
N_5612,PROTEIN
N_5613,PROTEIN
N_5614,PROTEIN
N_5615,PROTEIN
N_5616,PROTEIN
N_5617,PROTEIN
N_5618,PROTEIN
N_5619,PROTEIN
N_5620,PROTEIN
N_5621,PROTEIN
N_5622,PROTEIN
N_5623,PROTEIN
N_5624,PROTEIN
N_5625,PROTEIN
N_5626,PROTEIN
N_5627,PROTEIN
N_5628,PROTEIN
N_5629,PROTEIN
N_5630,PROTEIN
N_5631,PROTEIN
N_5632,PROTEIN
N_5633,PROTEIN
N_5634,PROTEIN
N_5635,PROTEIN
N_5636,PROTEIN
N_5637,PROTEIN
N_5638,PROTEIN
N_5639,PROTEIN
N_5640,PROTEIN
N_5641,PROTEIN
N_5642,PROTEIN
N_5643,PROTEIN
N_5644,PROTEIN
N_5645,PROTEIN
N_5646,PROTEIN
N_5647,PROTEIN
N_5648,PROTEIN
N_5649,PROTEIN
N_5650,PROTEIN
N_5651,PROTEIN
N_5652,PROTEIN
N_5653,PROTEIN
N_5654,PROTEIN
N_5655,PROTEIN
N_5656,PROTEIN
N_5657,PROTEIN
N_5658,PROTEIN
N_5659,PROTEIN
N_5660,PROTEIN
N_5661,PROTEIN
N_5662,PROTEIN
N_5663,PROTEIN
N_5664,PROTEIN
N_5665,PROTEIN
N_5666,PROTEIN
N_5667,PROTEIN
N_5668,PROTEIN
N_5669,PROTEIN
N_5670,PROTEIN
N_5671,PROTEIN
N_5672,PROTEIN
N_5673,PROTEIN
N_5674,PROTEIN
N_5675,PROTEIN
N_5676,PROTEIN
N_5677,PROTEIN
N_5678,PROTEIN
N_5679,PROTEIN
N_5680,PROTEIN
N_5681,PROTEIN
N_5682,PROTEIN
N_5683,PROTEIN
N_5684,PROTEIN
N_5685,PROTEIN
N_5686,PROTEIN
N_5687,PROTEIN
N_5688,PROTEIN
N_5689,PROTEIN
N_5690,PROTEIN
N_5691,PROTEIN
N_5692,PROTEIN
N_5693,PROTEIN
N_5694,PROTEIN
N_5695,PROTEIN
N_5696,PROTEIN
N_5697,PROTEIN
N_5698,PROTEIN
N_5699,PROTEIN
N_5700,PROTEIN
N_5701,PROTEIN
N_5702,PROTEIN
N_5703,PROTEIN
N_5704,PROTEIN
N_5705,PROTEIN
N_5706,PROTEIN
N_5707,PROTEIN
N_5708,PROTEIN
N_5709,PROTEIN
N_5710,PROTEIN
N_5711,PROTEIN
N_5712,PROTEIN
N_5713,PROTEIN
N_5714,PROTEIN
N_5715,PROTEIN
N_5716,PROTEIN
N_5717,PROTEIN
N_5718,PROTEIN
N_5719,PROTEIN
N_5720,PROTEIN
N_5721,PROTEIN
N_5722,PROTEIN
N_5723,PROTEIN
N_5724,PROTEIN
N_5725,PROTEIN
N_5726,PROTEIN
N_5727,PROTEIN
N_5728,PROTEIN
N_5729,PROTEIN
N_5730,PROTEIN
N_5731,PROTEIN
N_5732,PROTEIN
N_5733,PROTEIN
N_5734,PROTEIN
N_5735,PROTEIN
N_5736,PROTEIN
N_5737,PROTEIN
N_5738,PROTEIN
N_5739,PROTEIN
N_5740,PROTEIN
N_5741,PROTEIN
N_5742,PROTEIN
N_5743,PROTEIN
N_5744,PROTEIN
N_5745,PROTEIN
N_5746,PROTEIN
N_5747,PROTEIN
N_5748,PROTEIN
N_5749,PROTEIN
N_5750,PROTEIN
N_5751,PROTEIN
N_5752,PROTEIN
N_5753,PROTEIN
N_5754,PROTEIN
N_5755,PROTEIN
N_5756,PROTEIN
N_5757,PROTEIN
N_5758,PROTEIN
N_5759,PROTEIN
N_5760,PROTEIN
N_5761,PROTEIN
N_5762,PROTEIN
N_5763,PROTEIN
N_5764,PROTEIN
N_5765,PROTEIN
N_5766,PROTEIN
N_5767,PROTEIN
N_5768,PROTEIN
N_5769,PROTEIN
N_5770,PROTEIN
N_5771,PROTEIN
N_5772,PROTEIN
N_5773,PROTEIN
N_5774,PROTEIN
N_5775,PROTEIN
N_5776,PROTEIN
N_5777,PROTEIN
N_5778,PROTEIN
N_5779,PROTEIN
N_5780,PROTEIN
N_5781,PROTEIN
N_5782,PROTEIN
N_5783,PROTEIN
N_5784,PROTEIN
N_5785,PROTEIN
N_5786,PROTEIN
N_5787,PROTEIN
N_5788,PROTEIN
N_5789,PROTEIN
N_5790,PROTEIN
N_5791,PROTEIN
N_5792,PROTEIN
N_5793,PROTEIN
N_5794,PROTEIN
N_5795,PROTEIN
N_5796,PROTEIN
N_5797,PROTEIN
N_5798,PROTEIN
N_5799,PROTEIN
N_5800,PROTEIN
N_5801,PROTEIN
N_5802,PROTEIN
N_5803,PROTEIN
N_5804,PROTEIN
N_5805,PROTEIN
N_5806,PROTEIN
N_5807,PROTEIN
N_5808,PROTEIN
N_5809,PROTEIN
N_5810,PROTEIN
N_5811,PROTEIN
N_5812,PROTEIN
N_5813,PROTEIN
N_5814,PROTEIN
N_5815,PROTEIN
N_5816,PROTEIN
N_5817,PROTEIN
N_5818,PROTEIN
N_5819,PROTEIN
N_5820,PROTEIN
N_5821,PROTEIN
N_5822,PROTEIN
N_5823,PROTEIN
N_5824,PROTEIN
N_5825,PROTEIN
N_5826,PROTEIN
N_5827,PROTEIN
N_5828,PROTEIN
N_5829,PROTEIN
N_5830,PROTEIN
N_5831,PROTEIN
N_5832,PROTEIN
N_5833,PROTEIN
N_5834,PROTEIN
N_5835,PROTEIN
N_5836,PROTEIN
N_5837,PROTEIN
N_5838,PROTEIN
N_5839,PROTEIN
N_5840,PROTEIN
N_5841,PROTEIN
N_5842,PROTEIN
N_5843,PROTEIN
N_5844,PROTEIN
N_5845,PROTEIN
N_5846,PROTEIN
N_5847,PROTEIN
N_5848,PROTEIN
N_5849,PROTEIN
N_5850,PROTEIN
N_5851,PROTEIN
N_5852,PROTEIN
N_5853,PROTEIN
N_5854,PROTEIN
N_5855,PROTEIN
N_5856,PROTEIN
N_5857,PROTEIN
N_5858,PROTEIN
N_5859,PROTEIN
N_5860,PROTEIN
N_5861,PROTEIN
N_5862,PROTEIN
N_5863,PROTEIN
N_5864,PROTEIN
N_5865,PROTEIN
N_5866,PROTEIN
N_5867,PROTEIN
N_5868,PROTEIN
N_5869,PROTEIN
N_5870,PROTEIN
N_5871,PROTEIN
N_5872,PROTEIN
N_5873,PROTEIN
N_5874,PROTEIN
N_5875,PROTEIN
N_5876,PROTEIN
N_5877,PROTEIN
N_5878,PROTEIN
N_5879,PROTEIN
N_5880,PROTEIN
N_5881,PROTEIN
N_5882,PROTEIN
N_5883,PROTEIN
N_5884,PROTEIN
N_5885,PROTEIN
N_5886,PROTEIN
N_5887,PROTEIN
N_5888,PROTEIN
N_5889,PROTEIN
N_5890,PROTEIN
N_5891,PROTEIN
N_5892,PROTEIN
N_5893,PROTEIN
N_5894,PROTEIN
N_5895,PROTEIN
N_5896,PROTEIN
N_5897,PROTEIN
N_5898,PROTEIN
N_5899,PROTEIN
N_5900,PROTEIN
N_5901,PROTEIN
N_5902,PROTEIN
N_5903,PROTEIN
N_5904,PROTEIN
N_5905,PROTEIN
N_5906,PROTEIN
N_5907,PROTEIN
